trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1716,False,"{'a': 0.9, 'e': 0.002175761105399354}",25,15,22.946844045135055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.9, 'e': 0.0021732261103269484}",30,8,44.3587573410998,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.9, 'e': 0.0021706955429867916}",20,12,16.87154357880562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.9, 'e': 0.0021681693930733267}",25,17,15.048746326353168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.9, 'e': 0.0021656476503109593}",20,13,13.368612414276,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.9, 'e': 0.0021631303044539582}",25,15,20.045756721996668,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.9, 'e': 0.0021606173452863474}",25,18,14.745571078129679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.9, 'e': 0.002158108762621805}",25,15,19.991718792212744,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.9, 'e': 0.002155604546303558}",20,8,21.94307773337157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.9, 'e': 0.002153104686204282}",20,12,15.053648829786253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.9, 'e': 0.002150609172225995}",30,18,21.51348376372913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.9, 'e': 0.0021481179942999607}",25,19,10.137746612077828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.9, 'e': 0.002145631142386581}",20,8,22.33568275065939,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.9, 'e': 0.0021431486064752998}",20,15,9.266739238443845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.9, 'e': 0.0021406703765844996}",20,12,14.185975504329173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1731,False,"{'a': 0.9, 'e': 0.002138196442761401}",25,17,10.719947243992673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1732,False,"{'a': 0.9, 'e': 0.002135726795081966}",35,18,22.689884865485507,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1733,False,"{'a': 0.9, 'e': 0.0021332614236507933}",30,22,12.326942586489142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.9, 'e': 0.002130800318601023}",25,13,23.816320674021657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.9, 'e': 0.0021283434700942383}",25,10,25.888452510793616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.9, 'e': 0.002125890868320363}",25,19,12.662442631526261,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.9, 'e': 0.002123442503497569}",25,8,32.84418769321886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.9, 'e': 0.0021209983658721735}",20,12,15.799021569995661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.9, 'e': 0.0021185584457185463}",20,11,17.52022428356143,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.9, 'e': 0.002116122733339011}",25,18,10.446917919305763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.9, 'e': 0.0021136912190637476}",20,10,19.782034999118025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.9, 'e': 0.0021112638932506986}",25,20,8.905542716572077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.9, 'e': 0.0021088407462854725}",20,14,13.401363629087914,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.9, 'e': 0.0021064217685812484}",25,16,17.387763850860324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.9, 'e': 0.002104006950578681}",20,13,14.551138177981072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.9, 'e': 0.0021015962827458084}",20,14,12.206467335192094,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.9, 'e': 0.002099189755577954}",25,8,33.07725797216722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.9, 'e': 0.0020967873595976357}",25,11,27.72969220112988,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.9, 'e': 0.0020943890853544725}",35,18,32.481514585813045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.9, 'e': 0.002091994923425091}",30,21,18.87225544989963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.9, 'e': 0.0020896048644130313}",25,10,26.844642987015092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.9, 'e': 0.002087218898948658}",20,14,10.895203709667086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.9, 'e': 0.0020848370176890663}",25,17,14.885743656539262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.9, 'e': 0.0020824592113179905}",20,8,25.62677243334798,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.9, 'e': 0.0020800854705457133}",20,13,10.889971278209568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.9, 'e': 0.0020777157861089747}",20,15,8.843416537991752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.9, 'e': 0.0020753501487708837}",20,12,17.91900825640281,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.9, 'e': 0.0020729885493208254}",25,15,20.707041793103556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.9, 'e': 0.002070630978574372}",25,13,16.863811999113025,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.9, 'e': 0.0020682774273731944}",25,11,25.125862291300198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.9, 'e': 0.0020659278865849742}",25,14,24.437853772530705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.9, 'e': 0.0020635823471033122}",30,20,20.45355231809195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.9, 'e': 0.002061240799847642}",35,18,31.69111234414494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.9, 'e': 0.002058903235763143}",25,13,21.75652171581034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.9, 'e': 0.0020565696458206507}",20,10,19.916988999805653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.9, 'e': 0.0020542400210165706}",25,11,24.995868319826428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.9, 'e': 0.002051914352372792}",20,11,19.49321025405595,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.9, 'e': 0.0020495926309366}",20,13,14.069132517296607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.9, 'e': 0.0020472748477805914}",30,8,38.394423099301356,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.9, 'e': 0.0020449609940025857}",25,7,32.92545833433438,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.9, 'e': 0.0020426510607255434}",20,10,20.34287174803635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.9, 'e': 0.0020403450390974777}",20,16,10.14018253268123,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.9, 'e': 0.0020380429202913716}",30,8,37.1833540088823,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.9, 'e': 0.002035744695505094}",20,14,1.868305032927867,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1775,False,"{'a': 0.9, 'e': 0.0020334503559613117}",20,7,24.361195492481606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.9, 'e': 0.0020311598929074106}",30,21,18.645461869552822,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.9, 'e': 0.002028873297615409}",20,10,19.008323516859143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.9, 'e': 0.0020265905613818754}",30,17,25.974630723403905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.9, 'e': 0.002024311675527846}",25,13,19.6563640586872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.9, 'e': 0.0020220366313987415}",25,11,31.603167672156612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.9, 'e': 0.0020197654203642852}",30,16,26.27921383304583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.9, 'e': 0.002017498033818422}",25,12,25.43805272439294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.9, 'e': 0.0020152344631792353}",25,20,9.994853259091954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.9, 'e': 0.002012974699888867}",25,15,21.29674939299948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.9, 'e': 0.002010718735413436}",25,15,19.595211899793366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.9, 'e': 0.002008466561242958}",25,17,15.100550066834888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.9, 'e': 0.0020062181688912653}",30,14,31.713391372312895,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.9, 'e': 0.002003973549895926}",25,11,26.613677202201195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.9, 'e': 0.0020017326958181665}",25,14,21.400014197356878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.9, 'e': 0.001999495598242789}",20,13,9.26957866365878,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.9, 'e': 0.0019972622487780946}",20,8,19.327548738870227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.9, 'e': 0.0019950326390558056}",25,17,15.776297678285076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1793,False,"{'a': 0.9, 'e': 0.001992806760730984}",25,19,10.174925214382576,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.9, 'e': 0.001990584605481956}",20,11,16.527014439035845,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.9, 'e': 0.001988366165010233}",25,11,25.43735837374361,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.9, 'e': 0.0019861514310404354}",25,17,17.456972465004046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.9, 'e': 0.001983940395320213}",20,9,19.925010563254943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.9, 'e': 0.0019817330496201715}",30,12,36.40241407374353,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1799,False,"{'a': 0.9, 'e': 0.0019795293857337924}",25,11,26.62003989794582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.9, 'e': 0.0019773293954773595}",25,11,28.010054795103045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.9, 'e': 0.0019751330706898806}",25,17,15.452484199906978,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.9, 'e': 0.0019729404032330145}",30,20,16.595221810464434,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.9, 'e': 0.0019707513849909937}",25,10,25.42721599013023,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.9, 'e': 0.001968566007870549}",20,14,9.143560658146178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.9, 'e': 0.001966384263800836}",20,16,8.240351607736338,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.9, 'e': 0.0019642061447333603}",20,15,9.87662230899329,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.9, 'e': 0.0019620316426419027}",25,17,16.669323768967267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.9, 'e': 0.001959860749522445}",20,9,21.767673578854655,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.9, 'e': 0.001957693457393098}",20,16,7.223696029230813,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.9, 'e': 0.0019555297582940267}",20,10,22.25306671996361,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.9, 'e': 0.0019533696442873764}",25,20,10.94746720105192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.9, 'e': 0.001951213107457203}",20,8,19.90212637505065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.9, 'e': 0.0019490601399093964}",25,16,14.93616695434784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.9, 'e': 0.0019469107337716127}",25,8,33.91382418923138,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.9, 'e': 0.0019447648811931984}",20,13,13.31654388573669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.9, 'e': 0.0019426225743451198}",25,8,31.777243825730753,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.9, 'e': 0.001940483805419893}",20,11,20.923333225448932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.9, 'e': 0.0019383485666315124}",25,8,31.782013423298544,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.9, 'e': 0.001936216850215377}",35,21,26.07792754711599,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.9, 'e': 0.0019340886484282248}",25,13,20.591400141612084,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.9, 'e': 0.001931963953548057}",25,10,29.32068005386827,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.9, 'e': 0.0019298427578740734}",30,13,31.856488817201804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.9, 'e': 0.0019277250537265973}",20,15,10.796845917715174,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.9, 'e': 0.0019256108334470099}",30,15,29.854312895806594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.9, 'e': 0.0019235000893976803}",25,20,13.522502906360533,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.9, 'e': 0.0019213928139618951}",20,16,7.496591562734996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.9, 'e': 0.0019192889995437905}",20,13,12.431924046197906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.9, 'e': 0.0019171886385682844}",20,12,14.553396666628686,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.9, 'e': 0.0019150917234810072}",25,17,14.75575443905765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.9, 'e': 0.0019129982467482346}",20,14,12.442234522734697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.9, 'e': 0.0019109082008568201}",20,8,20.08702563280949,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.9, 'e': 0.0019088215783141268}",20,11,13.446910435540332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.9, 'e': 0.001906738371647961}",20,8,22.02709985497375,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.9, 'e': 0.0019046585734065042}",25,18,14.352647202399126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.9, 'e': 0.001902582176158248}",30,16,26.368533848223336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.9, 'e': 0.0019005091724919267}",25,9,27.306627734255922,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.9, 'e': 0.0018984395550164512}",25,8,31.72733619989269,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.9, 'e': 0.0018963733163608438}",20,15,8.17322401124876,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.9, 'e': 0.0018943104491741716}",30,17,23.752210951608205,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.9, 'e': 0.0018922509461254818}",25,5,36.63424425405457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.9, 'e': 0.0018901947999037368}",30,20,19.285203098675087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.9, 'e': 0.0018881420032177485}",20,8,24.45210331395876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.9, 'e': 0.0018860925487961136}",25,16,20.72038171132261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.9, 'e': 0.0018840464293871507}",20,5,28.618230863107108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.9, 'e': 0.0018820036377588342}",20,13,14.713346422105305,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.9, 'e': 0.001879964166698732}",20,14,11.511102600776685,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.9, 'e': 0.0018779280090139405}",25,18,1.217152869742177,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1848,False,"{'a': 0.9, 'e': 0.0018758951575310228}",25,17,15.740011458751264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.9, 'e': 0.0018738656050959436}",20,12,15.798469986233616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.9, 'e': 0.0018718393445740075}",20,14,13.28074983055977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.9, 'e': 0.001869816368849796}",30,19,22.50613709408527,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.9, 'e': 0.0018677966708271062}",30,19,21.60530559820928,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.9, 'e': 0.0018657802434288847}",20,6,22.241594644563236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.9, 'e': 0.0018637670795971716}",25,20,10.80349001277768,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.9, 'e': 0.0018617571722930324}",30,19,21.298000703645894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.9, 'e': 0.0018597505144965023}",20,11,16.70422805690301,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.9, 'e': 0.00185774709920652}",20,6,27.064889629105693,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.9, 'e': 0.0018557469194408697}",20,12,13.90115130901273,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.9, 'e': 0.00185374996823612}",35,25,20.014796093166115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.9, 'e': 0.0018517562386475605}",25,15,21.956679325156202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.9, 'e': 0.0018497657237491456}",25,18,12.146722363309769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.9, 'e': 0.0018477784166334322}",20,12,13.581532159703974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1863,False,"{'a': 0.9, 'e': 0.0018457943104115185}",20,16,9.019966583426836,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.9, 'e': 0.0018438133982129864}",20,13,15.447125984997307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.9, 'e': 0.001841835673185842}",20,6,24.863679308541524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.9, 'e': 0.0018398611284964543}",30,12,33.72685515042612,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.9, 'e': 0.0018378897573294987}",25,13,22.597970564718953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.9, 'e': 0.0018359215528878964}",20,14,13.677364420846576,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.9, 'e': 0.001833956508392756}",20,9,20.276401556902137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.9, 'e': 0.0018319946170833172}",20,13,12.143443531803486,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.9, 'e': 0.0018300358722168888}",25,18,16.39822479676246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.9, 'e': 0.0018280802670687945}",25,13,19.85925633665891,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.9, 'e': 0.0018261277949323132}",20,15,7.2274871711223945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.9, 'e': 0.0018241784491186217}",20,15,10.72838902233966,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.9, 'e': 0.0018222322229567382}",20,16,6.679510470119905,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.9, 'e': 0.0018202891097934641}",25,20,9.704055579711353,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.9, 'e': 0.001818349102993328}",20,13,14.23366432095257,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.9, 'e': 0.001816412195938529}",25,16,17.958262573756226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.9, 'e': 0.0018144783820288795}",25,16,17.271216589385403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.9, 'e': 0.0018125476546817499}",20,12,16.485611570752575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.9, 'e': 0.0018106200073320121}",25,18,12.028541382058817,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.9, 'e': 0.0018086954334319836}",25,10,29.332201260102416,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.9, 'e': 0.0018067739264513724}",25,8,30.770720421661128,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.9, 'e': 0.001804855479877221}",20,8,22.843265678776124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.9, 'e': 0.0018029400872138523}",20,13,14.893578391374557,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.9, 'e': 0.0018010277419828122}",20,13,13.824807357693837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.9, 'e': 0.0017991184377228178}",25,18,12.30046149196441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.9, 'e': 0.001797212167989701}",25,20,12.603838359125607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.9, 'e': 0.001795308926356355}",25,18,13.489117893134763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.9, 'e': 0.0017934087064126788}",20,16,6.95072206366881,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.9, 'e': 0.0017915115017655247}",20,8,22.760440613408086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.9, 'e': 0.001789617306038644}",20,9,22.312615300389812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.9, 'e': 0.0017877261128726337}",20,13,13.839882563342803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.9, 'e': 0.0017858379159248815}",20,11,21.005687805670863,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.9, 'e': 0.0017839527088695157}",30,21,15.95926705823634,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.9, 'e': 0.0017820704853973488}",25,20,9.004371367275414,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.9, 'e': 0.0017801912392158283}",30,17,25.583956163795342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
